id,name_en,name_gr,university,university_gr,department,city,topics,languages,ects,semesters,tuition,study_modes,email,scholarship,university_image_url,programme_url,open_date,deadline,intake,apply_url,application_status,notes,portal,requires_login,found,found_in_announcement,scrape_status,pass2_status,scraped_at
1579,MSc in Circular Economy and Sustainability Strategies,Κυκλική Οικονομία και Στρατηγικές Αειφορίας,,,,Athens,"{science_and_engineering,economics_management}",{english},90,,EUR 3000,{in_person},circulareconomy@uniwa.gr,no,,https://msc-circular.uniwa.gr/,,"30/06/2026, 30/09/2026",,,open,,,,yes,,ok,skipped,2026-06-26T13:25:47.462599+00:00
1583,World Textile Engineering Advanced Master: WE-TEAM,Προχωρημένες Σπουδές στην Κλωστοϋφαντουργική Τεχνολογία (WE-TEAM),,,,Athens,"{science_and_engineering,technology}",{english},120,,EUR 18000-36000,{in_person},dikniga@uniwa.gr,no,,https://we-team.education/,2025-10-22T20:35:32+02:00,Counting down of the On-line Application closing 00Days00Hours00Min00Sec,2026-2028,https://we-team.education/apply-now/,open,The application deadline appears to be a countdown timer indicating the closing moment for online applications.,,false,yes,,ok,ok,2026-06-26T13:25:46.945874+00:00
1175,MSc in AI and Data Science,Τεχνητή Νοημοσύνη και Επιστήμη Δεδομένων,,,,Athens,{science_and_engineering},{english},75,,EUR 6000-7500,{in_person},datascience@aueb.gr,no,,https://datascience.aueb.gr/,June 23,"July 10, 2026",,,open,"New Application Period: June 23 – July 10, 2026",,,yes,,ok,skipped,2026-06-26T13:25:48.482484+00:00
938,MSc Artificial Intelligence and Visual Computing – AIVC,Τεχνητή Νοημοσύνη και Οπτική Υπολογιστική,,,,Athens,{technology},{english},90,,EUR 2900,{in_person},msc-aivc@uniwa.gr,no,,https://msc-aivc.uniwa.gr/,,,2025-2026,,not_mentioned,The document refers to the 2025-2026 cycle but does not specify exact application opening or closing dates.,,,no,https://msc-aivc.uniwa.gr/elementor-1086/,ok,skipped,2026-06-26T13:27:35.538021+00:00
1372,MSc in Cybersecurity,Κυβερνοασφάλεια,,,,Athens,"{science_and_engineering,technology}",{english},90,,EUR 2900,{remotely},ice@uniwa.gr,no,,https://cscyb.uniwa.gr/en/,14 Apr 2025,"Sunday, 8th of June 2025",September 2025,https://cscyb.uniwa.gr/en/application-form/,closed,The application period for the academic year 2025-2026 opened on 14 April 2025 and closed on 8 June 2025. Classes start on 29 September 2025.,,,yes,https://cscyb.uniwa.gr/en/opening-of-the-application-period-for-the-academic-year-2025-2026/,ok,skipped,2026-06-26T13:26:01.234985+00:00
1724,Artificial Intelligence and Data Science,Τεχνητή Νοημοσύνη και Επιστήμη Δεδομένων,,,,Athens,{technology},{english},240,,EUR 6000,{in_person},aidasc@uniwa.gr,no,,http://aidasc.uniwa.gr/,rolling admissions (applications accepted throughout the year),,,http://aidasc.uniwa.gr/application/,open,Rolling admissions mean applications are accepted throughout the year.,,,yes,,ok,ok,2026-06-26T13:26:07.864045+00:00
1111,Data Science and Information Technologies,Επιστήμη Δεδομένων και Τεχνολογίες Πληροφορίας,,,,Athens,{science_and_engineering},{english},90,,EUR 2700,{in_person},secretpm@di.uoa.gr,no,,http://dsit.di.uoa.gr/,"June 5th, 2026","Please read the call for applications for the academic year 2026-2027, which is linked in the content. No specific deadline date is explicitly stated in the scraped content.",2026-2027,,open,,,,yes,https://dsit.di.uoa.gr/call-for-applications-for-the-academic-year-2026-2027-deadline-extension/,ok,skipped,2026-06-26T13:26:13.549153+00:00
944,Advances in Computer Science and Information Systems,Προηγμένες Τεχνολογίες Πληροφορικής και Εφαρμογές,,,,Athens,{technology},"{greek,english}",75,,EUR 2800,{in_person},itpsec@hua.gr,no,,https://msc.dit.hua.gr/en/,04.09.2026,04.09.2026,,https://msc.dit.hua.gr/en/,open,Interested candidates are invited to submit their applications electronically no later than 04.09.2026 via σύνδεσμο,,,yes,,ok,skipped,2026-06-26T13:26:25.672539+00:00
1598,Shipping and Sea Transports: Economics and Politics,Ναυτιλία και Θαλάσσιες Μεταφορές: Οικονομική και Πολιτική,,,,Thessaloniki,{economics_management},{english},90,,EUR 5500,"{in_person,remotely}",msc-sst@uom.edu.gr,no,,https://www.uom.gr/en/sst,2026-05-15,2026-05-18,Academic Year 2026-2027,,open,New application period for Master in Shipping and Sea Transports: Economics and Politics for the academic year 2026-2027.,,,yes,,ok,skipped,2026-06-26T13:26:16.024073+00:00
1596,"MA in Digital Transformation: e-Diplomacy, e-Campaigning and Digital Law","Digital Transformation: e-Diplomacy, e-Campaigning and Digital Law",,,,Athens,"{social_sciences,politics}",{english},90,,EUR 3500-5500,{remotely},digi-dcl@panteion.gr,no,,https://digi-dcl.com/,,"July 10, 2026",,,open,"Submit your application by July 10, 2026.",,,yes,,ok,skipped,2026-06-26T13:26:18.864295+00:00
1043,"Energy: Strategy, Law & Economics","Ενέργεια: Στρατηγική, Δίκαιο και Οικονομία",,,,Pireaus,"{law_sciences,economics_management}",{english},75,,EUR 5000,"{in_person,remotely}",energy@unipi.gr,no,,https://energy.des-unipi.gr/en-homepage/,,"July 17, 2026",,,open,"The application deadline has been extended to July 17, 2026. No specific application open date or apply button URL found.",,,yes,,ok,skipped,2026-06-26T13:26:23.705471+00:00
1042,International and European Studies,Διεθνείς και Ευρωπαϊκές Σπουδές,,,,Pireaus,"{politics,social_sciences}","{greek,english}",75,,EUR 5000,"{in_person,remotely}",des-secr@unipi.gr,no,,https://ies.des-unipi.gr/,loading announcements...,loadings announcements...,,https://ies.des-unipi.gr/aithsh-metaptuxiakou-des/,not_mentioned,No specific application open or deadline dates found; the page mentions 'Loading announcements...'.,,,yes,,ok,ok,2026-06-26T13:26:41.030966+00:00
1506,"American Studies: Politics, Strategy and Economics","American Studies: Politics, Strategy and Economics",,,,Pireaus,{politics},{english},75,,EUR 5000,{remotely},des-secr@unipi.gr,no,,https://american.des-unipi.gr/,"July 17, 2026",,,,open,"Application open date is July 17, 2026, from the announcement. No specific application deadline is provided.",,,yes,,ok,skipped,2026-06-26T13:26:28.013890+00:00
1653,LLM in International Studies,Διεθνείς Σπουδές,,,,Komotini,{law_sciences},{english},90,,EUR 1800,"{in_person,remotely}",secr-llm-int@law.duth.gr,no,,https://llm-int.law.duth.gr/,,"July 31, 2026",,,open,"The application deadline has been extended until July 31, 2026.",,,yes,,ok,skipped,2026-06-26T13:26:31.392428+00:00
1185,MBA International,Δ.Π.Μ.Σ. Διοικητική των Επιχειρήσεων με Διεθνή Προσανατολισμό,,,,Athens,"{economics_management,technology}",{english},90,,EUR 9700-9900,{in_person},imba@aueb.gr,no,,https://imba.aueb.gr/,,29/06/2026,,,open,"The application deadline is 29/06/2026, and there are related dates for a virtual open day on 11/05/2026 and an application deadline previously mentioned as 08/06/2026.",,,yes,,ok,skipped,2026-06-26T13:26:34.407696+00:00
1853,Artificial Intelligence for Digital Transformation,Τεχνητή Νοημοσύνη για Ψηφιακό Μετασχηματισμό,,,,Athens,{technology},{english},90,,EUR 2500,{in_person},digitaltransformation@aueb.gr,no,,https://dept.aueb.gr/en/digitaltransformation,,8/5/2026 & 3/7/2026,,,open,"Multiple application deadlines for cycles in 2026, open for the academic year 2026-27.",,,yes,,ok,skipped,2026-06-26T13:26:37.940786+00:00
1174,MSc in Business Analytics,Π.Μ.Σ. στην Επιχειρηματική Αναλυτική,,,,Athens,{economics_management},{english},90,,EUR 7200,{in_person},ms-ba@aueb.gr,no,,http://analytics.aueb.gr/,,"April 17, 2026, June 12, 2026",,,open,,,,yes,,ok,skipped,2026-06-26T13:26:41.139381+00:00
1787,Electronic Business and Digital Marketing,Ηλεκτρονικό Επιχειρείν και Ψηφιακό Μάρκετινγκ,,,,Kozani,"{economics_management,technology}","{english,greek}",90,,EUR 2900,{remotely},ebdm@uowm.gr,no,,https://ebdm.uowm.gr/,20/07/2026,21/05/2026,,,open,,,,yes,,ok,skipped,2026-06-26T13:26:45.502775+00:00
16,Research in Marine Sciences,Έρευνα στις Θαλάσσιες Επιστήμες,,,,Mytilene,{environmental_sciences},{english},90,,EUR 1200,"{in_person,remotely}",rmsc@marine.aegean.gr,no,,https://www.mar.aegean.gr/index.php?lang=en&pg=3.2.2,,,,,not_mentioned,,,,no,,ok,skipped,2026-06-26T13:27:37.419826+00:00
1202,Sustainable Blue Economy,Βιώσιμη Γαλάζια Οικονομία,,,,Pireaus,"{environmental_sciences,humanities}",{english},75,,EUR 5000,{in_person},naf-secr@unipi.gr,no,,https://maritime-unipi.gr/en/studies/postgraduate-studies/msc-sustainability-and-quality-in-marine-industry/,25 Φεβρουαρίου 2026,31 Μαρτίου 2026,,,open,"Extensions for student catering applications for the academic year 2025-2026, with submission from 25 February 2026 to 31 March 2026.",,,yes,,ok,skipped,2026-06-26T13:27:08.102346+00:00
1201,Shipping Management,Ναυτιλιακή Διοικητική,,,,Pireaus,{economics_management},{english},75,,EUR 7000,{in_person},shipman@unipi.gr,no,,https://maritime-unipi.com/,October 2025,,October 2025 to September 2026,https://maritime-unipi.com/call-for-applications/,open,"The program starts in October 2025 and finishes in September 2026. There is no specific application deadline mentioned, but applications are accepted on an ongoing basis until all spots are filled.",custom,false,yes,https://maritime-unipi.com/call-for-applications/,ok,ok,2026-06-26T13:27:25.688150+00:00
1186,MSc in Marketing and Communication,Μάρκετινγκ και Επικοινωνία,,,,Athens,"{economics_management,humanities}",{english},90,,EUR 6900,{in_person},diekp@aueb.gr,no,,https://www.dept.aueb.gr/en/marketing,,"May 3rd, 2026",September 2026,https://www.dept.aueb.gr/en/marketing/content/apply-now,open,"The application period for September 2026 entry is now open with deadlines on March 1st, 2026; May 3rd, 2026; and June 14th, 2026.",,,yes,,ok,skipped,2026-06-26T13:27:29.523636+00:00
1683,MSc in Digital Health,Ψηφιακή Ιατρική,,,,Ioannina,"{technology,science_and_engineering}",{english},120,,EUR 5000,{remotely},info-ds4health@uoi.gr,no,,https://ds4health.uoi.gr/,5 Oct 2026,,Fall 2026,https://ds4health.uoi.gr/apply,accepting applications,Currently accepting applications for 2026-2027 intake. Expected start date is 5 October 2026.,,,yes,,ok,ok,2026-06-26T13:27:32.296573+00:00
2216,Soft Matter Science and Engineering,Επιστήμη και Μηχανική στη Χαλαρή ύλη,,,,Heraklion,{science_and_engineering},{english},120,,EUR 2500-3500,{in_person},fsygelaki@uoc.gr,no,,https://smse.materials.uoc.gr/,,"May 24, 2024","September 30, 2024",,coming_soon,"Deadline for applications is May 24, 2024; semester starts September 30, 2024.",,,yes,,ok,skipped,2026-06-26T13:28:23.088570+00:00
1088,Materials Science and Engineering,Επιστήμη και Μηχανική των Υλικών,,,,Heraklion,{science_and_engineering},{english},120,,EUR 0-2000,{in_person},secretariat@materials.uoc.gr,no,,https://grad.materials.uoc.gr/,8 June 2026,7 September 2026,Spring 2026-2027,https://www.uoc.gr/en/apply.html,open,"Deadline for application submission is June 28, 2026, but the official application period opens on 8 June 2026 and closes on 7 September 2026.",,,yes,https://grad.materials.uoc.gr/en/announcements.html#a20260525a,ok,skipped,2026-06-26T13:27:54.774726+00:00
1601,Data Analysis & Machine Statistical Learning,Ανάλυση Δεδομένων & Μηχανική - Στατιστική Μάθηση,,,,Heraklion,"{science_and_engineering,technology}",{english},90,,EUR 2000-3500,{in_person},damsl@math.uoc.gr,no,,https://mscs.uoc.gr/damsl/,2026-02-11,May 26th 2025,September 2026,https://mscs.uoc.gr/damsl/wp-content/uploads/2025/12/DAMSL_CallforApplications_2025_EN_final.pdf,coming_soon,The application opens on 2026-02-11. No specific deadline is provided. The intake semester is September 2026. Application status is marked as coming soon based on the context.,https://postgrad.cict.uoc.gr,true,yes,,ok,ok,2026-06-26T13:27:46.182324+00:00
1778,Welding Engineering and Non Destructive Inspection,Μηχανική Συγκολλήσεων και Μη Καταστροφικός Έλεγχος,,,,Kozani,{technology},{english},90,,EUR 3000,{remotely},weld-ndt@uowm.gr,no,,https://weld-ndt.uowm.gr/en/,,,,,not_mentioned,No specific application open or deadline dates are mentioned on the page.,,,no,,ok,skipped,2026-06-26T13:28:37.265612+00:00
1799,Sustainable Energy Systems - SES,Αειφόρα Ενεργειακά Συστήματα,,,,Athens,{science_and_engineering},{english},120,,EUR 4800,{in_person},master.echp@uniwa.gr,no,,https://mscses.uniwa.gr/,,Rolling admissions,2026,https://mscses.uniwa.gr/application-form/,open,"Rolling admissions, application deadline: Rolling admissions",,,yes,,ok,skipped,2026-06-26T13:27:59.084279+00:00
1794,Energy and Environmental Developments,Ενεργειακές και Περιβαλλοντικές Επενδύσεις,,,,Athens,"{environmental_sciences,technology}","{greek,english}",120,,Free,{in_person},mbaenergy@uniwa.gr,no,,https://mbaenergy.gr/,15 Ιουνίου 2026,15 Ιουνίου 2026,,https://mbaenergy.gr/aitisi-eggrafis/,open,"The application deadline and opening date are explicitly stated as 15 June 2026. The program's admission process is currently open, with the deadline specified for 15 June 2026.",,,yes,,ok,skipped,2026-06-26T13:28:04.539547+00:00
1608,MSc in Oil and Gas Process Systems Engineering,Βιομηχανικά Συστήματα Πετρελαίου και Φυσικού Αερίου,,,,Athens,{environmental_sciences},{english},120,,Free,{in_person},kstilianopoulou@uniwa.gr,no,,https://oilgasmsc.gr/,Εκδήλωση Ενδιαφέροντος και οι Αιτήσεις για τον 8ο Κύκλο του ΠΜΣ γίνονται έως τις 22 Μαρτίου 2026,Εκδήλωση Ενδιαφέροντος και οι Αιτήσεις για τον 8ο Κύκλο του ΠΜΣ γίνονται έως τις 22 Μαρτίου 2026,,https://softenergyappslab.wufoo.com/forms/mdg0k060gftfuq/,open,,,,yes,,ok,skipped,2026-06-26T13:28:09.101291+00:00
1570,MSc Advanced Product Design Engineering & Manufacturing,Προηγμένα Βιομηχανικά Συστήματα Παραγωγής,,,,Athens,{technology},{english},90,,EUR 4000-6500,"{in_person,remotely}",aims@uniwa.gr,no,,https://aims.uniwa.gr/en/home-en/,,,,,not_mentioned,,,,no,,ok,skipped,2026-06-26T13:28:37.163263+00:00
1515,"Food, Nutrition and Microbiome","Τρόφιμα, Διατροφή και Μικροβίωμα",,,,Alexandroupoli,{health},{english},90,,EUR 3000,{remotely},chris.stefanis@gmail.com,no,,https://www.med-duth-master-fnm.gr/en/,2026,,Academic Year 2025-2026,,coming_soon,,,,yes,,ok,skipped,2026-06-26T13:29:02.740919+00:00
8,Biomedical and Molecular Sciences - Diagnosis and Treatment of Human Diseases,Βιο-Ιατρικές και Μοριακες Επιστήμες - Διάγνωση και θεραπεία ασθενειών του ανθρώπου,,,,Alexandroupoli,"{health,environmental_sciences}","{english,greek}",120,,EUR 2500,"{in_person,remotely}",ioakarak@med.duth.gr,no,,https://msc-biomed.edu.gr/,30TH September 2026,30TH September 2026,,https://msc-biomed.edu.gr/application/,open,Postgraduate registrations are until 30TH September 2026.,,,yes,https://msc-biomed.edu.gr/announcements/,ok,skipped,2026-06-26T13:28:52.070746+00:00
1728,"Eastern Mediterranean Studies. Archaeology, History, Culture","Eastern Mediterranean Studies. Archaeology, History, Culture",,,,Rhodes,{humanities},{english},240,,EUR 4500,{in_person},ems_secr@aegean.gr,no,,https://eastmedstudies.aegean.gr/,October 15,,October 2026,https://eastmedstudies.aegean.gr/admissions/,open,"Application deadlines are specified for 2026 intake, with separate dates for different applicant categories. No explicit application open date is given.",custom,true,yes,,ok,ok,2026-06-26T13:28:48.457644+00:00
1809,Resuscitation,Αναζωογόνηση,,,,Athens,{health},"{english,greek}",120,,EUR 4000,{in_person},resuscitation@uniwa.gr,no,,https://resuscitation.uniwa.gr/en/home-page/,01 Απριλίου 2026,31 Ιουνίου 2026,October 2024,https://resuscitation.uniwa.gr/en/secretariat/apply/,closed,Η προθεσμία ολοκληρώθηκε; η υποβολή αιτήσεων έκλεισε.,,,yes,,ok,skipped,2026-06-26T13:29:11.604731+00:00
1592,Byzantine Music: Academic Theory & Artistic Performance,Βυζαντινή Μουσική: Ακαδημαϊκή Θεωρία και Καλλιτεχνική Ερμηνεία,,,,Athens,"{arts,humanities}",{english},90,,EUR 3000,"{in_person,remotely}",axaldaiak@music.uoa.gr,no,,https://www.music.uoa.gr/metaptychiakes_spoydes/trechonta_programmata_metaptychiakon_spoydon/ma_byzantine_music_academic_theory_and_artistic_performance/,June 2026,,,,not_mentioned,,,,yes,,ok,skipped,2026-06-26T13:29:20.155853+00:00
1556,Digital Technologies and Smart Infrastructure in Agriculture,Ψηφιακές Τεχνολογίες και Ευφυείς Υποδομές στη Γεωργία,,,,Athens,"{agriculture,technology}",{english},90,,EUR 2500-4000,{in_person},smartag@aua.gr,no,,http://smartag.aua.gr/,"March 1, 2026","May 1, 2026",Academic Year 2026-27,https://smartag.aua.gr/wp-content/uploads/2026/03/APPLICATION-MSc.pdf,open,"The application period is from March 1, 2026, to May 1, 2026, and is currently open.",,,yes,,ok,skipped,2026-06-26T13:29:12.665061+00:00
1520,Nanomedicines for drug delivery - NANOMED,Νανοφάρμακα για την Χορήγηση Φαρμάκων,,,,Patra,"{health,science_and_engineering}",{english},120,,EUR 9000,{in_person},pharminf@upatras.gr,no,,https://nanomed.u-paris.fr/,November 14th 2023,January 15th 2024,2024-2026,,open,The application session for EMJMD NANOMED Scholarships for the intake of 2024-2026 opens between November 14th 2023 and January 15th 2024. The final confirmation of scholarships will be known in July 2024.,,,yes,https://nanomed.u-paris.fr/scholarship-applications-intake-2024-2026/,ok,skipped,2026-06-26T13:30:19.139698+00:00
1719,Integrated Master in Pharmacy,Integrated Master in Pharmacy,,,,Athens,{health},{english},300,,EUR 9000,{in_person},mpharm@pharm.uoa.gr,no,,https://mpharmnkua.uoa.gr/,September 2026,,September 2026,https://cloud-solutions.anova.gr/MPHARMNKUA/,open,Applications for September 2026 are now Open,,,yes,,ok,ok,2026-06-26T13:29:24.723456+00:00
1594,History of Philosophy and Ideas (Greek Philosophy),Ιστορία της Φιλοσοφίας και των Ιδεών (Ελληνική Φιλοσοφία),,,,Athens,{humanities},{english},75,,EUR 1700,{remotely},secr-HoPhMaster@philosophy.uoa.gr,no,,http://en.philosophymaster.philosophy.uoa.gr/,2 June 2026,18 September 2026,October 2026,http://en.philosophymaster.philosophy.uoa.gr/,open,"The application period is from June 2, 2026, to September 18, 2026. The starting date for the program is October 2026.",,,yes,http://en.philosophymaster.philosophy.uoa.gr/call-for-applications-2026-2027.html,ok,skipped,2026-06-26T13:29:26.193271+00:00
25,"BA in Archaeology, History, and Literature of Ancient Greece","Ξ.Π.Π.Σ. στην Αρχαιολογία, Ιστορία και Λογοτεχνία της Αρχαίας Ελλάδας",,,,Athens,{humanities},{english},240,,EUR 6000,{in_person},info@baag.uoa.gr,no,,https://baag.uoa.gr/,Applications open,,2026,https://cloud-solutions.anova.gr/BAAG/,open,Applications are currently accepted for the upcoming academic year.,,,yes,,ok,ok,2026-06-26T13:29:29.282691+00:00
1670,MSc Leadership: Ethics and Politics,MSc Leadership: Ethics and Politics,,,,Athens,"{social_sciences,economics_management}",{english},90,,EUR 12000,{remotely},leadership@uoa.gr,no,,https://leadership.philosophy.uoa.gr/,,"August 31, 2026",August 31st 2026,https://leadership.philosophy.uoa.gr/students/apply/,not_mentioned,The page mentions the start date of the semester as August 31st 2026 but does not specify an application opening date or deadline. The application status is not explicitly stated.,custom,true,yes,,ok,ok,2026-06-26T13:29:40.351066+00:00
1586,Greek and Chinese Civilizations: a comparative approach,Greek and Chinese Civilizations: a comparative approach,,,,Patra,{humanities},{english},120,,EUR 4000,{in_person},ma-gr-cn@upatras.gr,no,,https://magr-cn.philosophy.upatras.gr/,2026,,,,not_mentioned,,,,yes,,ok,skipped,2026-06-26T13:30:09.713023+00:00
1503,European Master in Sport and Exercise Psychology,Ευρωπαϊκό Μεταπτυχιακό στην Ψυχολογία του Αθλητισμού και της Άσκησης,,,,Trikala,"{humanities,sports}",{english},120,,EUR 4200,{in_person},emsep_uth@pe.uth.gr,no,,https://emsep.uth.gr/,"February 1, 2026","May 8, 2026",Spring 2026,https://emsep.uth.gr/apply-for-master/,open,"Next application period from February 1 to May 8, 2026. Extended application period announced on April 30, 2026.",,,yes,,ok,skipped,2026-06-26T13:29:44.983295+00:00
1271,Advanced Physics,Προχωρημένη Φυσική,,,,Heraklion,{science_and_engineering},{english},60,,Free,{in_person},pgrad@physics.uoc.gr,no,,https://msc-advanced-physics.physics.uoc.gr/,October each year,,October each year,,not_mentioned,,,,yes,,ok,skipped,2026-06-26T13:30:22.136728+00:00
1274,Photonics and Nanoelectronics,Φωτονική και Νανοηλεκτρονική,,,,Heraklion,{science_and_engineering},{english},90,,Free,{in_person},pgrad@physics.uoc.gr,no,,https://www.physics.uoc.gr/en/gradstudies/msc-photonics-nanoelectronics,July 2025,July 2025,Academic Year 2025-26,,closed,The application deadline was July 2025 for the academic year 2025-26.,,,yes,,ok,skipped,2026-06-26T13:30:51.225754+00:00
1628,Resilience in Educational Contexts -EMJM FLOURISH,Resilience in Educational Contexts -EMJM FLOURISH,,,,Rethymno,{education_sciences},{english},120,,EUR 5000-10000,{in_person},matsopoulos.global@gmail.com,no,,https://flourishproject.mt/,1st July 2026,1st July 2026,,,open,Self funding applications are open till 1st July 2026. Scholarship applications are now closed.,,,yes,,ok,skipped,2026-06-26T13:30:21.899004+00:00
1577,Environmental Health and Communication in General and Special Education and Training,Περιβαλλοντική Υγεία και Επικοινωνία στη Γενική και Ειδική Εκπαίδευση,,,,Athens,{environmental_sciences},{english},90,,EUR 2850,{remotely},master.envihealth@uniwa.gr,no,,https://pchenvihealth.uniwa.gr/en/home/,6/4/2026,30/6/2026,2026-2027,https://pchenvihealth.uniwa.gr/wp-content/uploads/sites/718/2026/04/Environmental-Health-and-Communication-in-General-and-Special-Education-and-Training.pdf,open,Fields marked with * are required. Application period is from 6 April 2026 to 30 June 2026. The program for academic year 2026-2027. The application form link is provided.,,,yes,,ok,skipped,2026-06-26T13:30:33.163547+00:00
1575,Environmental Communication and Health Promotion,Περιβαλλοντική Επικοινωνία και Προαγωγή Υγείας,,,,Athens,"{environmental_sciences,health}",{english},90,,EUR 2250,{remotely},master.echp@uniwa.gr,no,,https://pchenv.uniwa.gr/en/home/,2026-06,30 ΙΟΥΝΙΟΥ 2026,2026-2027,https://pchenv.uniwa.gr/aitisi-ypopsifiotitas-2/,open,"Application process starts in 2026 for the academic year 2026-2027. The specific opening date is not clearly stated, but applications are accepted for that period.",custom,false,yes,,ok,ok,2026-06-26T13:30:28.366478+00:00
2217,MBA in Shipping,MBA in Shipping,,,,Chios,{economics_management},{english},60,,EUR 5000,"{remotely,in_person}",shipping-mba@aegean.gr,no,,https://www.stt.aegean.gr/en/mba-in-shipping/,11/05/2026,12/07/2026,,https://www.stt.aegean.gr/en/category/announcements-mba-in-shipping/call-for-application/,not_mentioned,No specific application open or deadline dates found in 2026 or later; ongoing or not specified.,custom,true,yes,,ok,ok,2026-06-26T13:30:33.498280+00:00
1593,MA in Management of Migratory and Refugee Flows in Europe,Μεταναστευτικές Σπουδές: Διαχείριση Μεταναστευτικών Ροών στην Ευρώπη,,,,Mytilene,"{social_sciences,humanities}",{english},90,,EUR 3500,{remotely},mmrfe-msc@soc.aegean.gr,no,,https://soc.aegean.gr/en/pms-metanasteftikes-spoudes-diacheir/,March 2026,not found,not found,,not_mentioned,The page mentions application open in March 2026 but does not specify a deadline or closing date.,,,yes,,ok,skipped,2026-06-26T13:31:27.221518+00:00
1644,"Olympic Studies, Olympic Education, Organization and Management of Olympic Events","Ολυμπιακές Σπουδές, Ολυμπιακή Παιδεία, Οργάνωση και Διαχείριση Ολυμπιακών Εκδηλώσεων",,,,Sparti / Sparta,{sports},{english},90,,EUR 5000,{in_person},master@ioa.org.gr,no,,http://olympicmaster.uop.gr/,June 2026,,Academic year 2026-2027,https://olympicmaster.uop.gr/index.php?option=com_content&view=article&id=74&Itemid=93,open,The call for applications is for the academic year 2026-2027,,false,yes,,ok,ok,2026-06-26T13:30:41.638985+00:00
1493,MSc in Statistics,Στατιστική,,,,Athens,{science_and_engineering},{english},90,,EUR 4000,{in_person},masterst@aueb.gr,no,,https://aueb-analytics.wixsite.com/msc-stats/gr,,apply | Msc-stats top of page,,https://e-graduate.applications.aueb.gr/?lang=en_US,not_mentioned,,,,yes,,ok,ok,2026-06-26T13:30:50.851765+00:00
13,"Identity, Education and Competences for Democratic Culture","Ταυτότητα, Εκπαίδευση και Ικανότητες για Δημοκρατικό Πολιτισμό",,,,Athens,"{social_sciences,humanities}","{greek,english}",75,,EUR 3400-5600,{remotely},secr_MAdemocracy@theol.uoa.gr,no,,https://mademocracyedu.theol.uoa.gr/en/,01/10/2024,"May 15th, 2025",Academic Year 2025-2026,https://mademocracyedu.theol.uoa.gr/en/application-form-2/,open,"The application period opens on 01/10/2024 and closes on May 15th, 2025. The intake is for the academic year 2025-2026.",,,yes,,ok,skipped,2026-06-26T13:31:15.559512+00:00
1841,MBA in Air Transport Management,MBA in Air Transport Management,,,,Chios,{economics_management},{english},90,,EUR 10000,"{in_person,remotely}",matba_akad_gram@aegean.gr,no,,https://matba.aegean.gr/,Started on the 1st of February 2026,,,https://matba.aegean.gr/how-to-apply/,not_mentioned,No specific application deadline found; application open date is given.,,,yes,,ok,ok,2026-06-26T13:30:55.947728+00:00
1723,Medical Degree by the University of Thessaly,Medical Degree by the University of Thessaly,,,,Larissa,{health},{english},360,,EUR 12000,{in_person},infomeden@uth.gr,no,,https://medical.edu.gr/,30 May 2026,"May 15, 2026",2026/2027,,closed,"Applications for the 2026/2027 academic year are now officially open. Application deadline is May 15, 2026.",,,yes,,ok,skipped,2026-06-26T13:30:59.445404+00:00
1076,Molecular Cellular Biology and Biotechnology,Μοριακή - Κυτταρική Βιολογία και Βιοτεχνολογία,,,,Ioannina,"{health,science_and_engineering}",{english},90,,Free,{in_person},klagou@uoi.gr,no,,http://msc-mcbb.ac.uoi.gr/index.php?lang=en,31.07.2025,31.07.2025,,http://www.chem.uoi.gr/,closed,"The application deadline and the open date are both specified as 31.07.2025, which is before June 2026; hence, no upcoming application dates are available for 2026 or later.",,,yes,,ok,skipped,2026-06-26T13:31:21.112174+00:00
1537,Cell and Gene Therapies: from bench to bedside and Good Manufacturing Practices,Cell and Gene Therapies: from bench to bedside and Good Manufacturing Practices,,,,Patra,{health},{english},60,,EUR 4000,"{in_person,remotely}",mscgt@upatras.gr,no,,https://mastercgt.com/,,"September 18th, 2026",October 2026,https://mastercgt.com/application-procedure-instructions/,open,"Application deadline for the 6th cycle of students is September 18th, 2026. Start date is October 2026 for the academic year 2026/2027.",,,yes,,ok,skipped,2026-06-26T13:31:20.829832+00:00
1732,Medical Degree by University of Patras,Medical Degree by University of Patras,,,,Patra,{health},{english},360,,EUR 12000,{in_person},meden@upatras.gr,no,,https://meden.upatras.gr/en/main-en/,June 2026,"June 30th, 2026",,https://meden.upatras.gr/en/application/,open,"The application deadline has been extended to June 30th, 2026.",custom,false,yes,,ok,ok,2026-06-26T13:31:30.179314+00:00
1041,Medical Physics – Radiation Physics,Ιατρική Φυσική – Ακτινοφυσική,,,,Patra,"{health,science_and_engineering}",{english},90,,Free,{in_person},medphd@upatras.gr,no,,https://physics.med.upatras.gr/,Summer 2026,"June 24, 2026",2026-27,,open,"Application deadline is June 24, 2026, and the program begins in Fall 2026.",,,yes,,ok,skipped,2026-06-26T13:31:25.189175+00:00
1624,MSc in Public Health and Epidemiology,Δημόσια Υγεία και Επιδημιολογία,,,,Larissa,"{health,science_and_engineering}",{english},120,,EUR 6000,{remotely},mscphm-admin@uth.gr,no,,https://mscpublichealthmaritime.med.uth.gr/,2025-11-27T15:09:29+02:00,12th of December 2025,Cycle 2026-2028,https://mscpublichealthmaritime.med.uth.gr/application/,open,"Notice mentions the cycle 2026-2028, but no specific application deadline for 2026.",,false,yes,,ok,ok,2026-06-26T13:31:59.006959+00:00
