name_gr,name_en,description_gr,description_en,collab_en_institutions,ects,city_en,city_gr,phone,email,website,languages,topics,has_tuition_fees,tuition_fees_from,tuition_fees_to,study_modes,type,masters_id,id,department_id,created_at,updated_at,is_archived,admission_type,collaborations,is_featured,univ_name_en,univ_name_gr
Σχεδιασμός Αιχμής: Καινοτομία και Διεπιστημονικότητα στον Σχεδιασμό,Advanced Design: Innovation and Transdisciplinarity in Design,"Το πρόγραμμα διερευνά τον προηγμένο σχεδιασμό μέσω τριών βασικών άξονων: δημιουργικότητα και καινοτομία, διεπιστημονική συνεργασία και πειραματισμός ως ερευνητική μεθοδολογία. Είναι δομημένο σε τρία εξάμηνα: τα δύο πρώτα συνδυάζουν θεωρία και πρακτική στους τομείς Praxis (στούντιο σχεδιασμού), Logos (θεωρία σχεδιασμού) και Techne (ερευνητική μεθοδολογία), με την υποστήριξη εργαστηρίων, σεμιναρίων και διαλέξεων από διακεκριμένους ακαδημαϊκούς, καλλιτέχνες και ερευνητές. Το τρίτο εξάμηνο επικεντρώνεται στη διατριβή και την εργασία σχεδιασμού, συμπληρωμένη από εξειδικευμένα σεμινάρια και εκπαιδευτικές δραστηριότητες. Η παράλληλη ανάπτυξη των Praxis, Logos και Techne ενθαρρύνει τη διεπιστημονική σκέψη και τις καινοτόμες προσεγγίσεις στις σύγχρονες προκλήσεις του σχεδιασμού.Γίνονται δεκτοί:1. Κάτοχοι τίτλων πρώτου κύκλου σπουδών Α.Ε.Ι. των Τμημάτων και Σχολών Αρχιτεκτόνων Μηχανικών και πτυχιούχοι συναφών Τμημάτων και Σχολών Α.Ε.Ι. (Πανεπιστήμια και Τ.Ε.Ι.) της ημεδαπής.2. Κάτοχοι τίτλων πρώτου κύκλου σπουδών ομοταγών ιδρυμάτων της αλλοδαπής.","The programme explores advanced design through three key strands: creativity & innovation, transdisciplinary collaboration, and experimentation as research methodology. It is structured in three semesters: the first two combine theory and practice across the clusters of Praxis (design studios), Logos (design theory), and Techne (research methodology), supported by workshops, seminars, and lectures from distinguished academics, artists, and researchers. The third semester focuses on the dissertation and design thesis, complemented by specialized seminars and educational activities. The parallel development of Praxis, Logos, and Techne encourages cross-disciplinary thinking and innovative approaches to contemporary design challenges.Eligible for admission are:1. Holders of first cycle degrees from Departments and Schools of Architectural Engineering and graduates of related Departments and Schools (Universities and Technical Educational Institutes) in Greece.2. Holders of first-cycle degrees from equivalent institutions abroad.",{},90,Thessaloniki,Θεσσαλονίκη,+302310995510,advanceddesign@arch.auth.gr,http://advanceddesign.arch.auth.gr/,{english},{technology},true,3000,3000,{in_person},Master,1480,1281,15,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Εφαρμοσμένη Βιοπληροφορική,Applied Bioinformatics,"Το μεταπτυχιακό πρόγραμμα στην Εφαρμοσμένη Βιοπληροφορική (AppBio), που προσφέρεται από κοινού από το Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης και το Διεθνές Ελληνικό Πανεπιστήμιο, παρέχει προηγμένη εκπαίδευση στην ανάλυση και ερμηνεία βιολογικών μεγάλων δεδομένων. Το πρόγραμμα, το οποίο διδάσκεται εξ ολοκλήρου στα αγγλικά, συνδυάζει διαλέξεις με πρακτικές ασκήσεις σε υπολογιστές και εργαστήρια, καλύπτοντας τη γονιδιωματική, την πρωτεομική, τη βιοϊατρική, την οικολογική και άλλους τύπους δεδομένων. Οι απόφοιτοι αποκτούν ισχυρές δεξιότητες προγραμματισμού, βιολογίας και μαθηματικών, που τους προετοιμάζουν για καριέρα στον ακαδημαϊκό χώρο, την έρευνα και τον δημόσιο ή ιδιωτικό τομέα. Στο Π.Μ.Σ. γίνονται δεκτοί:
1. Πτυχιούχοι ΑΕΙ Θετικών Επιστημών
2. Πτυχιούχοι ΑΕΙ Επιστημών Υγείας 
3. Πτυχιούχοι ΑΕΙ Πληροφορικής","The MSc in Applied Bioinformatics (AppBio), jointly offered by Aristotle University of Thessaloniki and the International Hellenic University, provides advanced training in the analysis and interpretation of biological big data. Taught entirely in English, the program combines lectures with hands-on computer and lab exercises, covering genomics, proteomics, biomedical, ecological, and other data types. Graduates gain strong programming, biological, and mathematical skills, preparing them for careers in academia, research, and the public or private sector. The program accepts:
1. Graduates of universities of sciences
2. Graduates of higher education institutions in health sciences
3. Graduates from higher education institutions in computer science",{},90,Thessaloniki,Θεσσαλονίκη,+302310998250,msc-appbio@auth.gr,https://websites.auth.gr/appbio/,{english},"{health,environmental_sciences}",true,3000,4500,"{in_person,remotely}",Master,1878,1576,32,2026-01-11 22:41:56.437713 +00:00,2026-05-25 13:54:49.034447 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Business Economics and Management,Business Economics and Management,"Το διετές μεταπτυχιακό πρόγραμμα MSc in Business Economics and Management (BEM) δίνει έμφαση στις διεπιστημονικές προσεγγίσεις της μάθησης και έχει ως στόχο να προσφέρει την καλύτερη δυνατή εκπαίδευση και ερευνητική κατάρτιση, ώστε να εξοπλίσει τους φοιτητές με τις γνώσεις και τις δεξιότητες που απαιτούνται για να ανταγωνιστούν σε τοπικό και παγκόσμιο επίπεδο. Αυτό το μεταπτυχιακό πρόγραμμα απευθύνεται σε φοιτητές με υψηλά προσόντα που επιθυμούν να αναπτύξουν τις γνώσεις τους στον τομέα της οικονομίας και της διοίκησης και που είναι αποφασισμένοι και αφοσιωμένοι να γίνουν καινοτόμοι στον ακαδημαϊκό και/ή επιχειρηματικό κόσμο. Το πρόγραμμά μας προσφέρει ένα πολυεθνικό, συναρπαστικό και υποστηρικτικό περιβάλλον στο οποίο οι φοιτητές μπορούν να αναπτυχθούν.Οι υποψήφιοι πρέπει να διαθέτουν ακαδημαϊκό επίπεδο που αντιστοιχεί σε τουλάχιστον τέσσερα έτη προπτυχιακών σπουδών. Το πτυχίο τους πρέπει επίσης να είναι σε κλάδο συμβατό με τον τομέα εξειδίκευσης που ζητείται. Απαιτείται γνώση της αγγλικής γλώσσας, η οποία είναι η γλώσσα που χρησιμοποιείται στις εκπαιδευτικές δραστηριότητες.","The two-year MSc program in Business Economics and Management (BEM), values interdisciplinary approaches to learning and is dedicated to offering the best possible education and research training, to endow students with the knowledge and skills required for the competitive regional and global arena. This advanced degree is geared towards highly qualified students who want to develop their knowledge relating to economics and management and who are committed and dedicated to become innovators in the academic and/or the entrepreneurial world. Our program provides a multinational, stimulating and supportive environment in which students can flourish.Applicants must have the academic level that corresponds to a minimum of four years undergraduate studies. Their degree must also be in a discipline compatible with the area of specialization requested. Competence in English, which is the language used in the educational activities is required.",{},120,Chania,Χανιά,+302821035020,eleni@maich.gr,https://www.iamc.ciheam.org/education/master_of_science_programmes/bem,{english},{economics_management},false,,,{in_person},Master,1545,1333,427,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,Mediterranean Agronomic Institute of Chania,Μεσογειακό Αγρονομικό Ινστιτούτο Χανίων
Βιώσιμη Μηχανική και Κλιματική Αλλαγή,MSc in Sustainable Engineering and Climate Change,"The goal of the program is to train scientists and professionals who will be in the position to solve problems related to climate change and to environmental management, and to design sustainable energy systems and environmentally sustainable cities of the future.Γίνονται δεκτοί πτυχιούχοι Τμημάτων Πανεπιστημίων της ημεδαπής και αναγνωρισμένων ομοταγών ιδρυμάτων της αλλοδαπής, καθώς και πτυχιούχοι Τμημάτων των Τ.Ε.Ι. συναφούς γνωστικού αντικειμένου.","The goal of the program is to train scientists and professionals who will be in the position to solve problems related to climate change and to environmental management, and to design sustainable energy systems and environmentally sustainable cities of the future.Holders of a first-cycle degree from a Greek university or equivalent foreign institution are eligible for admission to the program.",{},90,Chania,Χανιά,+302821037780,secc@tuc.gr,https://www.secc.tuc.gr/,{english},{environmental_sciences},true,3000,6000,"{in_person,remotely}",Master,1860,1562,421,2026-01-11 22:41:56.437713 +00:00,2026-05-25 13:30:03.402357 +00:00,false,external,[],false,Technical University of Crete,Πολυτεχνείο Κρήτης
Υπολογιστική Μηχανική,Computational Mechanics,"Το μεταπτυχιακό πρόγραμμα στην Υπολογιστική Μηχανική προσφέρει προηγμένη εκπαίδευση στη μηχανική ρευστών και στερεών με τη χρήση υπερσύγχρονων υπολογιστικών μεθόδων. Οργανωμένο σε δύο κατευθύνσεις — Υπολογιστική Μηχανική Ρευστών και Υπολογιστική Μηχανική Στερεών — το πρόγραμμα συνδυάζει υποχρεωτικά και επιλογής μαθήματα με την εκπόνηση ερευνητικής διατριβής, προετοιμάζοντας τους αποφοίτους για καριέρα στη βιομηχανία ή την έρευνα, στην Ελλάδα ή διεθνώς.Γίνονται δεκτοί απόφοιτοι των Σχολών του ΕΜΠ, απόφοιτοι λοιπών Σχολών/Τμημάτων Διπλωματούχων Μηχανικών, καθώς και απόφοιτοι συναφούς γνωστικού αντικειμένου.","The MSc in Computational Mechanics offers advanced training in fluid and solid mechanics using state-of-the-art computational methods. Organized in two tracks—Computational Mechanics of Fluids and Computational Mechanics of Solids—the  program combines core and elective courses with a research thesis, preparing graduates for careers in industry or research, in Greece or internationally.Graduates of the Schools of NTUA, graduates of other Schools/Departments of Certified Engineers, as well as graduates of related subjects are eligible for admission.",{},90,Athens,Αθήνα,+302107722248,compmech@chemeng.ntua.gr,https://compmech.chemeng.ntua.gr/en/home/,{english},"{science_and_engineering,technology}",true,1500,1500,{in_person},Master,998,967,156,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,National Technical University of Athens,Εθνικό Μετσόβιο Πολυτεχνείο
Επιστήμη και Τεχνολογία Υλικών,Materials Science and Technology,"Το «Επιστήμη και Τεχνολογία Υλικών» είναι ένα Διεπιστημονικό Μεταπτυχιακό Πρόγραμμα που στοχεύει στην εκπαίδευση μηχανικών και επιστημόνων άλλων ειδικοτήτων σε συμβατικά και προηγμένα υλικά. Ο τομέας αυτός αποτελεί πολύ σημαντικό μέρος της εθνικής οικονομίας μιας χώρας (βιομηχανία, μικρή βιομηχανία, βιοτεχνία κ.λπ.) και υποστηρίζει την ανάπτυξη άλλων τεχνικών και οικονομικών δραστηριοτήτων (ενεργειακός τομέας, κατασκευαστική βιομηχανία κ.λπ.).Δικαίωμα εισαγωγής έχουν απόφοιτοι Σχολών Μηχανικών, αλλά και άλλων σχετικών Σχολών του ΕΜΠ ή άλλων Τμημάτων Τεχνικών Πανεπιστημίων στην Ελλάδα ή στο εξωτερικό, απόφοιτοι άλλων Επιστημονικών Τμημάτων/Σχολών Ανώτατης Εκπαίδευσης της χώρας, απόφοιτοι Τεχνικών Πανεπιστημίων του εξωτερικού, εφόσον πληρούν ορισμένες προϋποθέσεις.","The “Materials Science and Technology” is an Interdisciplinary Interdepartmental Postgraduate Program (IIPP) aiming to train Engineers and scientists of other disciplines on conventional and advanced materials. This sector is a very important part of the national economy of a country (industry, small industry, crafts, etc.) and supports the development of other technical and financial activities (energy sector, construction industry, etc.).Graduates of Schools of Engineering, but also of other related Schools of NTUA or other Departments of Technical Universities in Greece or abroad, graduates of other Science Departments/ Faculties of Higher Education of the country, graduates of Technical Universities abroad, if they meet certain requirements, are eligible for admission.",{},90,Athens,Αθήνα,+302107722248,secretariat@chemeng.ntua.gr,http://mse.ntua.gr/?lang=en,{english},"{science_and_engineering,technology}",true,1500,1500,{in_person},Master,1086,1020,156,2026-01-11 22:41:56.437713 +00:00,2026-05-27 10:25:51.874955 +00:00,false,external,[],false,National Technical University of Athens,Εθνικό Μετσόβιο Πολυτεχνείο
Χημική και Βιοχημική Μηχανική: Υγεία & Τρόφιμα,Chemical and Biochemical Engineering: Health & Food,"Δικαίωμα συμμετοχής στο πρόγραμμα έχουν κάτοχοι τίτλου πρώτου κύκλου σπουδών Α.Ε.Ι. της ημεδαπής, συγγενούς γνωστικού αντικειμένου με αυτό του Π.Μ.Σ. (ενδεικτικά, απόφοιτοι Τμημάτων Πολυτεχνικών Σχολών, Σχολών Θετικών Επιστημών και Σχολών Επιστημών Υγείας), καθώς και κάτοχοι ισότιμου τίτλου σπουδών ομοταγών Ιδρυμάτων της αλλοδαπής αντίστοιχου γνωστικού αντικειμένου.","Eligible to apply are holders of a first-cycle degree from Higher Education Institutions in Greece in a related field of study (indicatively, graduates of Engineering Schools, Schools of Science, and Schools of Health Sciences), as well as holders of an equivalent degree from recognized institutions abroad in a relevant scientific field.",{},120,Thessaloniki,Θεσσαλονίκη,+302310996267,biochemeng@cheng.auth.gr,https://websites.auth.gr/mscbiochemeng/en/archiki-english/,{english},{science_and_engineering},true,4000,8000,{in_person},Master,2041,1714,19,2026-01-11 22:41:56.437713 +00:00,2026-05-22 09:21:31.500016 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Επιστήμη και Μηχανική Υλικών,Materials Science and Engineering,"Το Διατμηματικό Ξενόγλωσσο Πρόγραμμα Προπτυχιακών Σπουδών «Materials Science and Engineering» παρέχει διεπιστημονική εκπαίδευση στην Επιστήμη και τη Μηχανική των Υλικών, συνδυάζοντας θεωρητική γνώση, εργαστηριακή εκπαίδευση και εφαρμοσμένη έρευνα. Το πρόγραμμα προετοιμάζει τους φοιτητές για σταδιοδρομία στην ανάπτυξη, τον χαρακτηρισμό, την κατεργασία και τις εφαρμογές προηγμένων υλικών, καθώς και για μεταπτυχιακές και ερευνητικές σπουδές.","The Joint Undergraduate Programme in Materials Science and Engineering provides interdisciplinary education combining fundamental science, engineering principles, laboratory training, and applied research. The programme equips students with the knowledge and skills required for careers in the development, characterization, processing, and application of advanced materials, as well as for postgraduate and research studies.",{},300,Thessaloniki,Θεσσαλονίκη,+302310997640,materials@auth.gr,https://msen.auth.gr/,{english},{science_and_engineering},true,8000,8000,{in_person},Bachelor,,2243,31,2026-06-17 08:49:04.901544 +00:00,2026-06-17 08:49:04.901544 +00:00,false,internal,"[{""school_id"": 6, ""department_id"": 17, ""institution_id"": 5}, {""school_id"": 10, ""department_id"": 30, ""institution_id"": 5}]",true,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Επιστήμη Υλικών Αρχαιολογικού Ενδιαφέροντος – ARCHMAT,Archaeological Materials Science - ARCHMAT,"Στόχος του προγράμματος είναι να προσφέρει στους φοιτητές εξειδικευμένες δεξιότητες στην αρχαιολογία και τον αναλυτικό χαρακτηρισμό υλικών από την προϊστορία (μεγαλιθική εποχή) έως την κλασική εποχή (ελληνική και ρωμαϊκή). Η μελέτη και η συντήρηση υλικών πολιτιστικής κληρονομιάς είναι ένας ερευνητικός τομέας με έντονο διεπιστημονικό χαρακτήρα και απαιτεί δεξιότητες που καλύπτουν τα ερευνητικά πεδία των ανθρωπιστικών επιστημών και των θετικών επιστημών. Το ARCHMAT παρέχει μια κοινή, ολοκληρωμένη πλατφόρμα για άριστους φοιτητές με επιστημονικό ή ανθρωπιστικό υπόβαθρο, ώστε να κατανοήσουν τις προηγμένες επιστημονικές μεθόδους που χρησιμοποιούνται για τη μελέτη αρχαιολογικών υλικών, και στοχεύει στη δημιουργία εξειδικευμένων επαγγελματιών στον αναδυόμενο τομέα της Αρχαιομετρίας, δηλαδή των Φυσικοχημικών Επιστημών που εφαρμόζονται στη μελέτη αρχαιολογικών υλικών και υλικών πολιτιστικής κληρονομιάς.Στο πρόγραμμα γίνονται δεκτοί απόφοιτοι τμημάτων χημείας, φυσικής, γεωλογίας, χημικών μηχανικών, συντήρησης έργων τέχνης και συναφών επιστημών","The aim of the program is to provide students with specialized skills in archaeology and analytical characterization of materials from prehistory (Megalithic) to classical times (Greek and Roman). The study and conservation of Cultural Heritage materials is a research area with a strong multidisciplinary connotation and requires skills that span across the Humanities and Science research fields. ARCHMAT provides a common, integrated platform for excellent students coming from either Science or Humanities educational backgrounds to understand the advanced scientific methods used to investigate archaeological materials and aims to form highly specialized professional experts in the emerging field of Archaeometry, i.e Physico-Chemical Sciences applied to the study of Archaeological and Cultural Heritage materials.The program is open to graduates of chemistry, physics, geology, chemical engineering, art conservation and related sciences.",{},120,Thessaloniki,Θεσσαλονίκη,+302310997670,mkafantari@chem.auth.gr,https://archmat.web.auth.gr/,{english},"{science_and_engineering,technology}",true,9000,16000,{in_person},Master,1442,1257,31,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Δομοστατικός Σχεδιασμός και Ανάλυση των Κατασκευών,Analysis and Design of Structures,"Αυτό το αγγλόφωνο μεταπτυχιακό πρόγραμμα προσφέρει προηγμένη εκπαίδευση στη δομική μηχανική και τη σεισμολογία, με ειδίκευση στη δομική μηχανική και τις αντισεισμικές κατασκευές. Συνδυάζει θεωρία, σχεδιασμό και σύγχρονες υπολογιστικές μεθόδους, προετοιμάζοντας τους αποφοίτους για καριέρα στον κατασκευαστικό κλάδο ή για περαιτέρω διδακτορικές σπουδές.

Γίνονται δεκτοί απόφοιτοι της Σχολής Πολιτικών Μηχανικών, αλλά και άλλων συγγενών Σχολών του ΕΜΠ ή άλλων Τμημάτων Πολυτεχνικών Σχολών της ημεδαπής ή της αλλοδαπής, απόφοιτοι λοιπών Τμημάτων/ Σχολών ΑΕΙ θετικής κατεύθυνσης της χώρας, απόφοιτοι Πολυτεχνείων ή Τεχνικών Πανεπιστημίων του εξωτερικού, εφόσον πληρούν ορισμένες προϋποθέσεις.","This English-taught MSc offers advanced training in structural and earthquake engineering, with specializations in Structural Engineering and Earthquake-Resistant Structures. It combines theory, design, and modern computational methods, preparing graduates for careers in the construction industry or further doctoral studies.

Graduates of the School of Civil Engineering, but also of other related Schools of NTUA or other Departments of Technical Universities in Greece or abroad, graduates of other Science Departments/ Faculties of Higher Education of the country, graduates of Technical Universities abroad, if they meet certain requirements, are eligible for admission.",{},90,Athens,Αθήνα,+302107723613,mscads@central.ntua.gr,http://postgrad.structural.civil.ntua.gr/msc_ads_en/index.html,{english},{technology},true,0,1500,{in_person},Master,877,19,152,2026-01-11 22:41:56.437713 +00:00,2026-06-18 08:12:19.402907 +00:00,false,internal,[],false,National Technical University of Athens,Εθνικό Μετσόβιο Πολυτεχνείο
Ορθοδοντική,Postgraduate Program in Orthodontics,Δικαίωμα υποβολής αίτησης στο Πρόγραμμα Μεταπτυχιακών Σπουδών στην Ορθοδοντική (MSc in Orthodontics) έχουν πτυχιούχοι Οδοντιατρικών Τμημάτων ή Σχολών Πανεπιστημίων της Ελλάδας ή άλλων αναγνωρισμένων ιδρυμάτων της αλλοδαπής άλλων χωρών. Οι υποψήφιοι από χώρες εκτός Ε.Ε. πρέπει να αποκτήσουν και να προσκομίσουν έγκυρη βεβαίωση ισοτιμίας του οδοντιατρικού τους πτυχίου από το Ελληνικό ΕΚΠΑ.,Eligible to apply to the “Postgraduate Program in Orthodontics” (MSc in Orthodontics) are graduates of Dentistry of Dental Departments or Schools of Universities from Greece or from other recognized foreign institutions of other countries. Candidates from non-E.U. countries must obtain and provide a valid certification of equivalence of their Dental Degree by the Hellenic NARIC,{},210,Thessaloniki,Θεσσαλονίκη,+302310999556,emargariti@dent.auth.gr,https://websites.auth.gr/orthodontics/en/homepage/,{english},{health},true,47600,47600,{in_person},Master,1880,1578,25,2026-01-11 22:41:56.437713 +00:00,2026-06-02 13:02:42.636250 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Παιδοδοντιατρική,Paediatric Dentistry,"Το ΠΜΣ στην Παιδιατρική Οδοντιατρική είναι ένα ανταγωνιστικό πρόγραμμα ειδίκευσης , το οποίο ξεκινά κάθε δύο χρόνια στις 10 Σεπτεμβρίου και προσφέρει έως και δέκα νέες θέσεις για μεταπτυχιακούς φοιτητές κάθε φορά. Έως και 3 από αυτές τις θέσεις μπορούν να προορίζονται για πολίτες εκτός ΕΕ. Έχει σχεδιαστεί για να προετοιμάζει τους φοιτητές για την περίθαλψη ασθενών σε πανεπιστημιακή οδοντιατρική κλινική (η οποία διαθέτει επί του παρόντος 6 οδοντιατρικές μονάδες) και σε νοσοκομειακό περιβάλλον (επί του παρόντος συνεργάζεται με το γενικό νοσοκομείο Αγίου Δημητρίου). Πρόκειται για ένα πρόγραμμα πλήρους φοίτησης διάρκειας 3 ετών (6 εξάμηνα) με θεωρητικά/κλινικά/ερευνητικά μαθήματα στην αγγλική γλώσσα και τουλάχιστον 180 συνολικές πιστωτικές μονάδες ECTS, το οποίο οδηγεί στην απόκτηση μεταπτυχιακού τίτλου στην Παιδιατρική Οδοντιατρική. Μπορεί να χορηγηθεί ένα επιπλέον έτος (χωρίς δίδακτρα) για την ολοκλήρωση και υποβολή της απαιτούμενης μεταπτυχιακής διατριβής στην Οδοντιατρική Σχολή του Αριστοτέλειου Πανεπιστημίου, μαζί με το σχετικό χειρόγραφο σε ένα διεθνές επιστημονικό περιοδικό με κριτική από ομότιμους. Το πρόγραμμα έχει πιστοποιηθεί από την Ευρωπαϊκή Ακαδημία Παιδιατρικής Οδοντιατρικής (EAPD).Γίνονται δεκτοί απόφοιτοι ΑΕΙ Οδοντιατρικών Σχολών της ημεδαπής και της αλλοδαπής.","The MSc in Paediatric Dentistry is a competitive post-graduate specialty program, starting September 10th every second year, with up to ten new positions for postgraduate students offered each time. Up to 3 of them may be for non-EU citizens. It is designed to prepare students for patient care in a University dental clinic (currently accommodating 6 dental units) and in the hospital setting (currently affiliated general hospital Agios Demetrios). It is a full time 3-year (6 semesters) program with theoretical/clinical/research duties in the English language and no less than 180 total ECTS credits, awarding an MSc in Paediatric Dentistry. One further year (tuition waved) may be granted for completion and submission of the required Master’s thesis to Aristotle University Dental School together with its related manuscript to an international peer review journal. The program has accreditation by the European Academy of Pediatric Dentistry (EAPD).Graduates from dental schools of Greek or equivalent foreign Higher Education Institutions are eligible for admission.",{},180,Thessaloniki,Θεσσαλονίκη,+302310999582,akanellaki@dent.auth.gr,https://dent.auth.gr/en/lab/department-of-pediatric-dentistry/,{english},{health},true,21000,42000,{in_person},Master,1861,1563,25,2026-01-11 22:41:56.437713 +00:00,2026-05-08 13:57:36.119276 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Οδοντική και Κρανιοπροσωπική Εμβιομηχανική και Εφαρμοσμένα Βιοϋλικά,Dental & Craniofacial Bioengineering and Applied Biomaterials,"Το πρόγραμμα προετοιμάζει τους αποφοίτους για καριέρα στους τομείς των βιοϋλικών, της βιομηχανικής και της μηχανικής ιστών, προσφέροντας διαδρομές τόσο στον ακαδημαϊκό όσο και στον βιομηχανικό τομέα. Οι απόφοιτοι μπορούν να εργαστούν σε ερευνητικά ιδρύματα, εργαστήρια και ιδιωτικές εταιρείες ή να συνεχίσουν τις σπουδές τους σε διδακτορικό επίπεδο. Το πρόγραμμα είναι ανοιχτό σε Έλληνες και διεθνείς φοιτητές με πτυχία στις Επιστήμες της Ζωής, της Υγείας, της Βιοϊατρικής ή της Μηχανικής και δίνει έμφαση στις διεπιστημονικές γνώσεις, τις ερευνητικές δεξιότητες και την πρακτική εμπειρογνωμοσύνη για καριέρα στη βιομηχανική.Στο Πρόγραμμα Μεταπτυχιακών Σπουδών γίνονται δεκτοί πτυχιούχοι Σχολών Επιστημών Υγείας (Τμημάτων Ιατρικής, Οδοντιατρικής, φαρμακευτικής, Κτηνιατρικής), Πολυτεχνικών Σχολών (Ηλεκτρολόγων, Μηχανολόγων, Χημικών Μηχανικών), Βιολογικών και Θετικών Επιστημών (Φυσικών, Χημικών, Επιστήμης Υλικών, Επιστήμης Πληροφορικής κ.α.) και άλλων συναφών ειδικοτήτων.","The program prepares graduates for careers in biomaterials, biomechanics, and tissue engineering, offering pathways in both academia and industry. Graduates may work in research institutes, laboratories, and private companies, or continue to doctoral studies. It is open to Greek and international students with degrees in Life, Health, Biomedical, or Engineering Sciences, and emphasizes interdisciplinary knowledge, research skills, and practical expertise for careers in bioengineering.The Postgraduate Studies Program accepts graduates of Health Sciences Schools (Departments of Medicine, Dentistry, Pharmacy, Veterinary Medicine), Polytechnic Schools (Electrical, Mechanical, Chemical Engineering), Biological and Natural Sciences (Physics, Chemistry, Materials Science, Information Science, etc.) and other related specializations.",{},90,Thessaloniki,Θεσσαλονίκη,+302310999479,mscbioengineering.dent.auth@gmail.com,https://prosthodontics.dent.auth.gr/dental-craniofacial-bioengineering-and-applied-biomaterials-ms/,{english},{health},true,6000,12000,{in_person},Master,1798,1510,25,2026-01-11 22:41:56.437713 +00:00,2026-05-22 11:21:17.643698 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Στρατηγικό Μάρκετινγκ,Strategic Marketing,"Το μεταπτυχιακό πρόγραμμα στο Στρατηγικό Μάρκετινγκ εξοπλίζει τους φοιτητές με γνώσεις και δεξιότητες για να γίνουν επιτυχημένοι ηγέτες μάρκετινγκ του μέλλοντος. Πρόκειται για ένα εντατικό πρόγραμμα πλήρους φοίτησης όπου οι βασικές γνώσεις του μάρκετινγκ διασταυρώνονται με την τελευταία λέξη της τεχνολογίας και της καινοτομίας και όπου η επιστήμη του μάρκετινγκ συνδυάζεται με τη λήψη αποφάσεων μέσα από τη συλλογή και ανάλυση δεδομένων. Το πρόγραμμα καλύπτει όλο το φάσμα του μάρκετινγκ από τη στρατηγική μάρκετινγκ, τις επικοινωνίες και το branding έως την έρευνα αγοράς, το ψηφιακό μάρκετινγκ, το μάρκετινγκ μέσων κοινωνικής δικτύωσης και την ανάλυση μεγάλων δεδομένων.","MSc in Strategic Marketing equips students with the advanced knowledge and skills to become a successful marketing leaders of the future. It is an intensive full-time programme where marketing fundamentals intersect with the latest in technology and innovation, and where marketing science is blended with data-driven decision making for business. The programme covers the full marketing spectrum from marketing strategy, communications and branding to market research, digital marketing, social media marketing, and big data marketing analytics.",{},90,Thessaloniki,Θεσσαλονίκη,+306971703753,strategic-marketing@econ.auth.gr,https://strategic-marketing.econ.auth.gr/,{english},{economics_management},true,5500,5500,"{in_person,remotely}",Master,1870,9,39,2026-01-11 22:41:56.437713 +00:00,2026-05-08 14:23:57.414019 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
